study,study_sample,sample_no,publishedyear,country,continent,samplingtype,psychotic_n,delusion_n,ethnicity,globeculturalcluster,diagnosiscoded,mooddisordercoded,setting,scale,validatedmeasure,clinicalassessment,percentfemales,agemean,psychosisdurationyears,percentantipsychoticmedication,qa,theme,cases
Azzam 2020,Azzam 2020 S_1,1,2020,Egypt,Africa,Purposive,40,,,Middle East,Schizophrenia,no,Inpatient,PANSS,Validated,Structured,,,,,2,n_moodcongruent,9.0
Azzam 2020,Azzam 2020 S_1,1,2020,Egypt,Africa,Purposive,40,,,Middle East,Schizophrenia,no,Inpatient,PANSS,Validated,Structured,,,,,2,n_persecutory,15.0
Azzam 2020,Azzam 2020 S_1,1,2020,Egypt,Africa,Purposive,40,,,Middle East,Schizophrenia,no,Inpatient,PANSS,Validated,Structured,,,,,2,n_unsystemised,22.0
Azzam 2020,Azzam 2020 S_2,2,2020,Egypt,Africa,Purposive,40,,,Middle East,Bipolar Disorder,yes,Inpatient,PANSS,Validated,PANSS,,,,,2,n_unsystemised,18.0
Azzam 2020,Azzam 2020 S_2,2,2020,Egypt,Africa,Purposive,40,,,Middle East,Bipolar Disorder,yes,Inpatient,PANSS,Validated,PANSS,,,,,2,n_systemised,22.0
Azzam 2020,Azzam 2020 S_1,1,2020,Egypt,Africa,Purposive,40,,,Middle East,Schizophrenia,no,Inpatient,PANSS,Validated,Structured,,,,,2,n_systemised,18.0
Azzam 2020,Azzam 2020 S_2,2,2020,Egypt,Africa,Purposive,40,,,Middle East,Bipolar Disorder,yes,Inpatient,PANSS,Validated,PANSS,,,,,2,n_grandiose_grandioseability_grandeur,13.0
Azzam 2020,Azzam 2020 S_1,1,2020,Egypt,Africa,Purposive,40,,,Middle East,Schizophrenia,no,Inpatient,PANSS,Validated,Structured,,,,,2,n_monothematic,14.0
Azzam 2020,Azzam 2020 S_2,2,2020,Egypt,Africa,Purposive,40,,,Middle East,Bipolar Disorder,yes,Inpatient,PANSS,Validated,PANSS,,,,,2,n_monothematic,30.0
Baethge 2005,Baethge 2005 S_1,1,2005,Germany,Europe,Purposive,65,43.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.646,44.5,11.5,,9,n_grandiose_grandioseability_grandeur,8.0
Baethge 2005,Baethge 2005 S_2,2,2005,Germany,Europe,Purposive,101,101.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.531,45.1,11.6,,9,n_other,20.0
Baethge 2005,Baethge 2005 S_1,1,2005,Germany,Europe,Purposive,65,43.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.646,44.5,11.5,,9,n_other,8.0
Baethge 2005,Baethge 2005 S_2,2,2005,Germany,Europe,Purposive,101,101.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.531,45.1,11.6,,9,n_persecutory,32.0
Baethge 2005,Baethge 2005 S_1,1,2005,Germany,Europe,Purposive,65,43.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.646,44.5,11.5,,9,n_persecutory,20.0
Baethge 2005,Baethge 2005 S_2,2,2005,Germany,Europe,Purposive,101,101.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.531,45.1,11.6,,9,n_grandiose_grandioseability_grandeur,44.0
Baethge 2005,Baethge 2005 S_2,2,2005,Germany,Europe,Purposive,101,101.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.531,45.1,11.6,,9,n_reference,29.0
Baethge 2005,Baethge 2005 S_1,1,2005,Germany,Europe,Purposive,65,43.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.646,44.5,11.5,,9,n_reference,15.0
Baethge 2005,Baethge 2005 S_2,2,2005,Germany,Europe,Purposive,101,101.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.531,45.1,11.6,,9,n_guilt/sin,30.0
Baethge 2005,Baethge 2005 S_1,1,2005,Germany,Europe,Purposive,65,43.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.646,44.5,11.5,,9,n_guilt/sin,12.0
Baethge 2005,Baethge 2005 S_2,2,2005,Germany,Europe,Purposive,101,101.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.531,45.1,11.6,,9,n_hypochondriacal,9.0
Baethge 2005,Baethge 2005 S_1,1,2005,Germany,Europe,Purposive,65,43.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.646,44.5,11.5,,9,n_hypochondriacal,6.0
Baethge 2005,Baethge 2005 S_1,1,2005,Germany,Europe,Purposive,65,43.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.646,44.5,11.5,,9,n_poverty,5.0
Baethge 2005,Baethge 2005 S_2,2,2005,Germany,Europe,Purposive,101,101.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.531,45.1,11.6,,9,n_poverty,19.0
Baethge 2005,Baethge 2005 S_2,2,2005,Germany,Europe,Purposive,101,101.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.531,45.1,11.6,,9,n_jealousy,2.0
Baethge 2005,Baethge 2005 S_1,1,2005,Germany,Europe,Purposive,65,43.0,,Germanic Europe,Bipolar Disorder,yes,Inpatient,AMDP,Validated,Structured,0.646,44.5,11.5,,9,n_jealousy,0.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_somatic,1.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_somatic,5.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_religious,3.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_religious,8.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_reference,5.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_reference,53.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_jealousy,18.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_jealousy,7.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_thoughtinsertion,2.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_thoughtinsertion,0.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_guilt/sin,2.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_guilt/sin,2.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_thought_mindreading,2.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_thought_mindreading,0.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_thoughtbroadcasting_spokenaloud_dissemination,4.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_thoughtbroadcasting_spokenaloud_dissemination,0.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_control,7.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_control,0.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_thoughtwithdrawal,0.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_thoughtwithdrawal,0.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_persecutory,18.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_persecutory,61.0
Bambole 2013,Bambole 2013 S_1,1,2013,,,Purposive,61,61.0,,,Schizophrenia,no,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_grandiose_grandioseability_grandeur,17.0
Bambole 2013,Bambole 2013 S_2,2,2013,,,Purposive,22,22.0,,,Bipolar Disorder,yes,Inpatient,SAPS,Validated,Structured,0.47,35.86,,,10,n_grandiose_grandioseability_grandeur,22.0
Barnby 2023,Barnby 2023 S_1,1,2023,USA,North America,Purposive,135,135.0,American,Anglo,Psychosis,no,Both,SADS,Validated,Structured,0.475,25.5,,0.422,7,n_bizarre,5.0
Barnby 2023,Barnby 2023 S_1,1,2023,USA,North America,Purposive,135,135.0,American,Anglo,Psychosis,no,Both,SADS,Validated,Structured,0.475,25.5,,0.422,7,n_thoughtbroadcasting_spokenaloud_dissemination,12.0
Barnby 2023,Barnby 2023 S_1,1,2023,USA,North America,Purposive,135,135.0,American,Anglo,Psychosis,no,Both,SADS,Validated,Structured,0.475,25.5,,0.422,7,n_religious,7.0
Barnby 2023,Barnby 2023 S_1,1,2023,USA,North America,Purposive,135,135.0,American,Anglo,Psychosis,no,Both,SADS,Validated,Structured,0.475,25.5,,0.422,7,n_reference,17.0
Barnby 2023,Barnby 2023 S_1,1,2023,USA,North America,Purposive,135,135.0,American,Anglo,Psychosis,no,Both,SADS,Validated,Structured,0.475,25.5,,0.422,7,n_persecutory,19.0
Barnby 2023,Barnby 2023 S_1,1,2023,USA,North America,Purposive,135,135.0,American,Anglo,Psychosis,no,Both,SADS,Validated,Structured,0.475,25.5,,0.422,7,n_grandiose_grandioseability_grandeur,13.0
Ben-Zeev 2012,Ben-Zeev 2012 S_1,1,2012,USA,North America,Purposive,130,68.0,Mixed American,Anglo,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.41,46.2,25.37,,8,n_grandiose_grandioseability_grandeur,18.0
Ben-Zeev 2012,Ben-Zeev 2012 S_1,1,2012,USA,North America,Purposive,130,68.0,Mixed American,Anglo,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.41,46.2,25.37,,8,n_reference,21.0
Ben-Zeev 2012,Ben-Zeev 2012 S_1,1,2012,USA,North America,Purposive,130,68.0,Mixed American,Anglo,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.41,46.2,25.37,,8,n_mixed_multiple_various,21.0
Ben-Zeev 2012,Ben-Zeev 2012 S_1,1,2012,USA,North America,Purposive,130,68.0,Mixed American,Anglo,Psychosis,no,Outpatient,None used,Not validated,Unstructured,0.41,46.2,25.37,,8,n_control,23.0
Bhaskaran 1963,Bhaskaran 1963 S_1,1,1963,India,Asia,Purposive,33,33.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.242,27.9,,,3,n_infidelity_loveaffair,10.0
Bhaskaran 1963,Bhaskaran 1963 S_1,1,1963,India,Asia,Purposive,33,33.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.242,27.9,,,3,n_grandiose_grandioseability_grandeur,9.0
Bhaskaran 1963,Bhaskaran 1963 S_1,1,1963,India,Asia,Purposive,33,33.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.242,27.9,,,3,n_persecutory,23.0
Bhaskaran 1963,Bhaskaran 1963 S_1,1,1963,India,Asia,Purposive,33,33.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,None used,Not validated,Unstructured,0.242,27.9,,,3,n_mixed_multiple_various,11.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_perception,1.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_perception,0.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_paranormal,3.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_moodincongruent,16.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_moodincongruent,0.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_paranormal,2.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_monothematic,28.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_physical_chemical_technical,2.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_physical_chemical_technical,0.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_quotationofideas,2.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_quotationofideas,1.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_erotomanichomosexual,0.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_erotomanichomosexual,1.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_bizarre,3.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_bizarre,0.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_moodcongruent,0.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_misidentification_capgras,1.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_misidentification_capgras,0.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_monothematic,15.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_moodcongruent,26.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_delusionalmemory,1.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_delusionalmemory,0.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_persecutory,23.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_persecutory,7.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_misinterpretation,4.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_conspiracy,4.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_conspiracy,12.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_misinterpretation,0.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_religious,8.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_guilt/sin,0.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_religious,7.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_guilt/sin,0.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_jealousy,1.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_jealousy,5.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_identity_grandioseidentity,21.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_identity_grandioseidentity,3.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_beingspiedon_watched,8.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_familiar_people_impersonated/are_not_what_they_seem_to_be,0.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_familiar_people_impersonated/are_not_what_they_seem_to_be,1.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_reference,7.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_reference,25.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_beingspiedon_watched,0.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_grandiose_grandioseability_grandeur,24.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_grandiose_grandioseability_grandeur,2.0
Bhuyan 2016,Bhuyan 2016 S_2,2,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Bipolar Disorder,yes,Inpatient,PSE,Validated,Structured,0.167,33.03,,,8,n_delusionallover,7.0
Bhuyan 2016,Bhuyan 2016 S_1,1,2016,India,Asia,Random,28,28.0,Hindu,Southern Asia,Schizophrenia,no,Inpatient,PSE,Validated,Structured,0.2,29.83,,,8,n_delusionallover,3.0
Borisova 2021,Borisova 2021 S_1,1,2021,Russia,Eurasia,Purposive,225,225.0,,Eastern Europe,Delusional Disorder,no,Inpatient,ICD-10,Validated,Unstructured,,,,,4,n_religious,70.0
Borisova 2021,Borisova 2021 S_1,1,2021,Russia,Eurasia,Purposive,225,225.0,,Eastern Europe,Delusional Disorder,no,Inpatient,ICD-10,Validated,Unstructured,,,,,4,n_possession,26.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_sexual,1.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_grandiose_grandioseability_grandeur,23.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_reference,37.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_guilt/sin,7.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_catastrophe_worldcatastrophe,2.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_thoughtcontrol,1.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_thoughtbroadcasting_spokenaloud_dissemination,8.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_jealousy,2.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_religious,4.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_somatic,7.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_persecutory,29.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_thoughtwithdrawal,7.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_control,16.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_thoughtinsertion,9.0
Bowins 1998,Bowins 1998 S_1,1,1998,Canada,North America,Purposive,40,38.0,,Anglo,Psychosis,no,Inpatient,PSE,Validated,Structured,,,,,6,n_thought_mindreading,6.0
Boyd 2007,Boyd 2007 S_1,1,2007,UK,Europe,Purposive,10,10.0,,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.1,38.7,,,0,n_persecutory,10.0
Boyd 2007,Boyd 2007 S_1,1,2007,UK,Europe,Purposive,10,10.0,,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.1,38.7,,,0,n_reference,8.0
Boyd 2007,Boyd 2007 S_1,1,2007,UK,Europe,Purposive,10,10.0,,Anglo,Psychosis,no,Inpatient,None used,Not validated,Unstructured,0.1,38.7,,,0,n_grandiose_grandioseability_grandeur,4.0
Brakoulias 2008,Brakoulias 2008 S_1,1,2008,Australia,Australia,Purposive,16,16.0,Australian,Anglo,Schizophrenia,no,Outpatient,SAPS,Validated,Structured,0.313,32.6,7.0,0.0,7,n_religious,1.0
